Team,Player,Transaction,Date
N.Y. Jets,Greg Senat (T),Acquired T Greg Senat off waivers from the Indianapolis Colts.,1/3/2022
New England,Myles Bryant (DB),Placed DB Myles Bryant on IR/COVID-19 list.,1/3/2022
New England,Daniel Ekuale (DT),Reverted DT Daniel Ekuale to the practice squad.,1/3/2022
New England,D'Angelo Ross (DB),Reverted DB D'Angelo Ross to the practice squad.,1/3/2022
New England,Kristian Wilkerson (WR),Reverted WR Kristian Wilkerson to the practice squad.,1/3/2022
New Orleans,Kawaan Baker (WR),Reverted WR Kawaan Baker to the practice squad.,1/3/2022
New Orleans,Will Clapp (C),Reverted C Will Clapp to the practice squad.,1/3/2022
New Orleans,Jalen Dalton (DT),Placed DT Jalen Dalton on IR/COVID-19 list.,1/3/2022
New Orleans,Forrest Lamp (OL),Reverted G Forrest Lamp to the practice squad.,1/3/2022
New Orleans,Wil Lutz (K),Activated K Wil Lutz from the IR/COVID-19 list.,1/3/2022
New Orleans,Bryce Thompson (CB),Reverted DB Bryce Thompson to the practice squad.,1/3/2022
New Orleans,Landon Young (T),Activated T Landon Young from the IR/COVID-19 list.,1/3/2022
Philadelphia,Genard Avery (DE),Placed LB Genard Avery on IR/COVID-19 list.,1/3/2022
Philadelphia,Andre Chachere (DB),Activated DB Andre Chachere from the IR/COVID-19 list.,1/3/2022
Philadelphia,Fletcher Cox (DT),Placed DT Fletcher Cox on IR/COVID-19 list.,1/3/2022
Philadelphia,Marcus Epps (S),Placed DB Marcus Epps on IR/COVID-19 list.,1/3/2022
Philadelphia,Nate Herbig (G),Placed G Nate Herbig on IR/COVID-19 list.,1/3/2022
Philadelphia,Jordan Howard (RB),Placed RB Jordan Howard on IR/COVID-19 list.,1/3/2022
Philadelphia,Jason Kelce (C),Placed C Jason Kelce on IR/COVID-19 list.,1/3/2022
Philadelphia,Avonte Maddox (CB),Placed DB Avonte Maddox on IR/COVID-19 list.,1/3/2022
Philadelphia,Cameron Malveaux (DE),Reverted DE Cameron Malveaux to the practice squad.,1/3/2022
Philadelphia,Matt McCrane (K),Removed K Matt McCrane from the practice squad.,1/3/2022
Philadelphia,Rodney McLeod (S),Placed DB Rodney McLeod on IR/COVID-19 list.,1/3/2022
Philadelphia,Boston Scott (RB),Placed RB Boston Scott on IR/COVID-19 list.,1/3/2022
Philadelphia,Alex Singleton (LB),Placed LB Alex Singleton on IR/COVID-19 list.,1/3/2022
Philadelphia,JaCoby Stevens (LB),Reverted LB JaCoby Stevens to the practice squad.,1/3/2022
Philadelphia,Jack Stoll (TE),Placed TE Jack Stoll on IR/COVID-19 list.,1/3/2022
Pittsburgh,Rashaad Coward (T),Activated T Rashaad Coward from the practice squad.,1/3/2022
Pittsburgh,Trey Edmunds (RB),Activated RB Trey Edmunds from the practice squad.,1/3/2022
Pittsburgh,Darrius Shepherd (WR),Removed WR Darrius Shepherd from the practice squad.,1/3/2022
Pittsburgh,Samuel Sloman (K),Added K Samuel Sloman to the practice squad.,1/3/2022
San Francisco,Raheem Mostert (RB),Placed RB Raheem Mostert on IR/COVID-19 list.,1/3/2022
San Francisco,Mark Nzeocha (LB),Reverted LB Mark Nzeocha to the practice squad.,1/3/2022
San Francisco,Curtis Robinson (LB),Reverted LB Curtis Robinson to the practice squad.,1/3/2022
San Francisco,Nate Sudfeld (QB),Reverted QB Nate Sudfeld to the practice squad.,1/3/2022
San Francisco,K'Waun Williams (CB),Placed DB K'Waun Williams on IR/COVID-19 list.,1/3/2022
Seattle,Michael Jackson (DB),Reverted DB Michael Jackson to the practice squad.,1/3/2022
Seattle,Josh Jones (S),Reverted DB Josh Jones to the practice squad.,1/3/2022
Seattle,Edmond Robinson (LB),Reverted LB Edmond Robinson to the practice squad.,1/3/2022
Tampa Bay,Kenjon Barner (RB),Reverted RB Kenjon Barner to the practice squad.,1/3/2022
Tampa Bay,Cyril Grayson (WR),Reverted WR Cyril Grayson to the practice squad.,1/3/2022
Tampa Bay,Sterling Hofrichter (P),Reverted P Sterling Hofrichter to the practice squad.,1/3/2022
Tampa Bay,Elijah Ponder (DL),Reverted LB Elijah Ponder to the practice squad.,1/3/2022
Tennessee,Jayon Brown (LB),Activated LB Jayon Brown from the IR/COVID-19 list.,1/3/2022
Tennessee,Julio Jones (WR),Activated WR Julio Jones from the IR/COVID-19 list.,1/3/2022
Tennessee,Kendall Lamm (T),Activated T Kendall Lamm from the IR/COVID-19 list.,1/3/2022
Tennessee,MyCole Pruitt (TE),Placed TE MyCole Pruitt on IR.,1/3/2022
Washington,Will Bradley-King (DE),Reverted DE Will Bradley-King to the practice squad.,1/3/2022
Washington,Derrion Calhoun (G),Reverted G Derrion Calhoun to the practice squad.,1/3/2022
Washington,Sam Cosmi (OL),Activated T Sam Cosmi from the IR/COVID-19 list.,1/3/2022
Washington,Antonio Gandy-Golden (WR),Cut WR Antonio Gandy-Golden.,1/3/2022
Washington,De'Jon Harris (LB),Signed LB De'Jon Harris.,1/3/2022
Washington,De'Jon Harris (LB),Reverted LB De'Jon Harris to the practice squad.,1/3/2022
Washington,D.J. Hayden (CB),Reverted DB D.J. Hayden to the practice squad.,1/3/2022
Washington,Jeremy Reaves (DB),Reverted DB Jeremy Reaves to the practice squad.,1/3/2022
Washington,Darryl Roberts (CB),Activated DB Darryl Roberts from the IR/COVID-19 list.,1/3/2022
Washington,Wendell Smallwood (RB),Reverted RB Wendell Smallwood to the practice squad.,1/3/2022
Washington,Ryan Winslow (P),Reverted P Ryan Winslow to the practice squad.,1/3/2022
Arizona,Josh Mauro (DE),Activated DE Josh Mauro from the practice squad.,1/1/2022
Arizona,Kevin Peterson (CB),Activated DB Kevin Peterson from the practice squad.,1/1/2022
Arizona,Tanner Vallejo (LB),Activated LB Tanner Vallejo from the IR/Designated for return list.,1/1/2022
Arizona,David Wells (TE),Activated TE David Wells from the practice squad.,1/1/2022
Arizona,Jace Whittaker (CB),Activated DB Jace Whittaker from the practice squad.,1/1/2022
Atlanta,Brandon Copeland (LB),Activated LB Brandon Copeland from the IR/COVID-19 list.,1/1/2022
Atlanta,Feleipe Franks (QB),Activated QB Feleipe Franks from the IR/COVID-19 list.,1/1/2022
Atlanta,Richie Grant (S),Activated DB Richie Grant from the IR/COVID-19 list.,1/1/2022
Atlanta,Parker Hesse (TE),Activated TE Parker Hesse from the practice squad.,1/1/2022
Atlanta,Luther Kirk (DB),Activated DB Luther Kirk from the practice squad.,1/1/2022
Atlanta,Lafayette Pitts (DB),Activated DB Lafayette Pitts from the practice squad.,1/1/2022
Atlanta,Nick Thurman (DE),Activated DE Nick Thurman from the practice squad.,1/1/2022
Atlanta,Austin Trammell (WR),Activated WR Austin Trammell from the practice squad.,1/1/2022
Baltimore,Daelin Hayes (DE),Placed LB Daelin Hayes on IR.,1/1/2022
Baltimore,Robert Jackson (CB),Activated DB Robert Jackson from the practice squad.,1/1/2022
Baltimore,Tony Jefferson (DB),Activated DB Tony Jefferson from the practice squad.,1/1/2022
Baltimore,Jaryd Jones-Smith (G),Activated T Jaryd Jones-Smith from the practice squad.,1/1/2022
Baltimore,David Sharpe (T),Activated T David Sharpe from the practice squad.,1/1/2022
Buffalo,Eli Ankou (DT),Activated DT Eli Ankou from the practice squad.,1/1/2022
Carolina,Spencer Brown (RB),Activated RB Spencer Brown from the practice squad.,1/1/2022
Carolina,Brian Burns (DE),Activated DE Brian Burns from the IR/COVID-19 list.,1/1/2022
Carolina,Madre Harper (CB),Activated DB Madre Harper from the practice squad.,1/1/2022
Carolina,Marquis Haynes (DE),Activated DE Marquis Haynes from the IR/COVID-19 list.,1/1/2022
Carolina,Mike Horton (G),Activated G Mike Horton from the practice squad.,1/1/2022
Carolina,Austin Larkin (DE),Activated DE Austin Larkin from the practice squad.,1/1/2022
Carolina,Stephen Sullivan (TE),Activated TE Stephen Sullivan from the practice squad.,1/1/2022
Carolina,Colin Thompson (TE),Activated TE Colin Thompson from the practice squad.,1/1/2022
Carolina,Shaq Thompson (LB),Activated LB Shaq Thompson from the IR/COVID-19 list.,1/1/2022
Cincinnati,Brandon Allen (QB),Activated QB Brandon Allen from the IR/COVID-19 list.,1/1/2022
Cincinnati,John Brannon (DB),Activated DB John Brannon from the practice squad.,1/1/2022
Cincinnati,Jake Browning (QB),Activated QB Jake Browning from the practice squad.,1/1/2022
Cincinnati,Germaine Pratt (LB),Activated LB Germaine Pratt from the IR/COVID-19 list.,1/1/2022
Cincinnati,Trent Taylor (WR),Activated WR Trent Taylor from the practice squad.,1/1/2022
Dallas,Noah Brown (WR),Activated WR Noah Brown from the IR/Designated for return list.,1/1/2022
Dallas,Simi Fehoko (WR),Activated WR Simi Fehoko from the IR/COVID-19 list.,1/1/2022
Dallas,Darian Thompson (S),Activated DB Darian Thompson from the practice squad.,1/1/2022
Denver,Quinn Bailey (T),Activated T Quinn Bailey from the practice squad.,1/1/2022
Denver,Ha Ha Clinton-Dix (DB),Activated DB Ha Ha Clinton-Dix from the practice squad.,1/1/2022
Denver,Rojesterman Farris (DB),Activated DB Rojesterman Farris from the practice squad.,1/1/2022
Denver,Rico Gafford (WR),Activated WR Rico Gafford from the practice squad.,1/1/2022
Denver,Jonathan Harris (DL),Activated DE Jonathan Harris from the practice squad.,1/1/2022
Denver,Drew Himmelman (T),Activated T Drew Himmelman from the practice squad.,1/1/2022
Denver,Andre Mintze (LB),Activated LB Andre Mintze from the IR/COVID-19 list.,1/1/2022
Denver,Marquiss Spencer (DE),Activated DE Marquiss Spencer from the practice squad.,1/1/2022
Denver,Barrington Wade (LB),Activated LB Barrington Wade from the practice squad.,1/1/2022
Detroit,Tavante Beckett (LB),Activated LB Tavante Beckett from the practice squad.,1/1/2022
Detroit,Parker Ehinger (G),Activated G Parker Ehinger from the practice squad.,1/1/2022
Detroit,Bruce Hector (DT),Activated DT Bruce Hector from the practice squad.,1/1/2022
Detroit,Javon McKinley (WR),Activated WR Javon McKinley from the practice squad.,1/1/2022
Detroit,Ross Travis (TE),Activated TE Ross Travis from the practice squad.,1/1/2022
Green Bay,Aaron Adeoye (LB),Removed LB Aaron Adeoye from the practice squad.,1/1/2022
Green Bay,Abdullah Anderson (DE),Activated DE Abdullah Anderson from the practice squad.,1/1/2022
Green Bay,Corey Bojorquez (P),Activated P Corey Bojorquez from the IR/COVID-19 list.,1/1/2022
Green Bay,Ben Braden (G),Activated G Ben Braden from the IR/COVID-19 list.,1/1/2022
Green Bay,Oren Burks (LB),Activated LB Oren Burks from the IR/COVID-19 list.,1/1/2022
Green Bay,Tyler Davis (TE),Activated TE Tyler Davis from the IR/COVID-19 list.,1/1/2022
Green Bay,Elliott Fry (K),Added K Elliott Fry to the practice squad.,1/1/2022
Green Bay,Marcedes Lewis (TE),Activated TE Marcedes Lewis from the IR/COVID-19 list.,1/1/2022
Green Bay,David Moore (WR),Activated WR David Moore from the practice squad.,1/1/2022
Green Bay,Ty Summers (LB),Activated LB Ty Summers from the IR/COVID-19 list.,1/1/2022
Houston,Jalen Camp (WR),Activated WR Jalen Camp from the practice squad.,1/1/2022
Houston,Michael Dwumfour (DL),Activated DT Michael Dwumfour from the practice squad.,1/1/2022
Houston,Cre'von LeBlanc (DB),Activated DB Cre'von LeBlanc from the practice squad.,1/1/2022
Houston,Jaylen Samuels (RB),Activated RB Jaylen Samuels from the practice squad.,1/1/2022
Houston,Jordan Steckler (OL),Activated T Jordan Steckler from the practice squad.,1/1/2022
Houston,Jordan Veasy (WR),Activated WR Jordan Veasy from the practice squad.,1/1/2022
Houston,Josh Watson (LB),Activated LB Josh Watson from the practice squad.,1/1/2022
Indianapolis,T.J. Carrie (CB),Activated DB T.J. Carrie from the IR/COVID-19 list.,1/1/2022
Indianapolis,Brett Hundley (QB),Activated QB Brett Hundley from the practice squad.,1/1/2022
Indianapolis,Joey Hunt (C),Waived C Joey Hunt.,1/1/2022
Indianapolis,Kyle Nelson (LS),Activated LS Kyle Nelson from the practice squad.,1/1/2022
Indianapolis,Will Redmond (S),Activated DB Will Redmond from the practice squad.,1/1/2022
Indianapolis,Greg Senat (T),Waived T Greg Senat.,1/1/2022
Indianapolis,Braden Smith (T),Activated T Braden Smith from the IR/COVID-19 list.,1/1/2022
Indianapolis,Carson Wentz (QB),Activated QB Carson Wentz from the IR/COVID-19 list.,1/1/2022
Indianapolis,Chris Williams (DT),Activated DT Chris Williams from the practice squad.,1/1/2022
Jacksonville,Malcom Brown (DT),Activated DT Malcom Brown from the IR/COVID-19 list.,1/1/2022
Jacksonville,Lorenzo Burns (CB),Activated DB Lorenzo Burns from the practice squad.,1/1/2022
Jacksonville,Doug Costin (DT),Activated DT Doug Costin from the practice squad.,1/1/2022
Jacksonville,Jeff Cotton (WR),Activated WR Jeff Cotton from the practice squad.,1/1/2022
Jacksonville,Nathan Cottrell (RB),Activated RB Nathan Cottrell from the practice squad.,1/1/2022
Jacksonville,D.J. Fluker (T),Activated G D.J. Fluker from the practice squad.,1/1/2022
Jacksonville,Davon Hamilton (DT),Activated DT Davon Hamilton from the IR/COVID-19 list.,1/1/2022
Jacksonville,Michael Jacquet III (DB),Activated DB Michael Jacquet III from the practice squad.,1/1/2022
Jacksonville,Chris Manhertz (TE),Activated TE Chris Manhertz from the IR/COVID-19 list.,1/1/2022
Jacksonville,Bradley McDougald (S),Activated DB Bradley McDougald from the practice squad.,1/1/2022
Jacksonville,Andrew Norwell (OL),Activated G Andrew Norwell from the IR/COVID-19 list.,1/1/2022
Jacksonville,Dawuane Smoot (DE),Placed DE Dawuane Smoot on IR/COVID-19 list.,1/1/2022
Jacksonville,Badara Traore (OL),Activated T Badara Traore from the practice squad.,1/1/2022
Jacksonville,Tre'Vour Wallace-Simms (OL),Activated G Tre'Vour Wallace-Simms from the practice squad.,1/1/2022
Jacksonville,Jihad Ward (DE),Activated DE Jihad Ward from the IR/COVID-19 list.,1/1/2022
Kansas City,Jerick McKinnon (RB),Activated RB Jerick McKinnon from the IR/Designated for return list.,1/1/2022
L.A. Chargers,Nasir Adderley (S),Activated DB Nasir Adderley from the IR/COVID-19 list.,1/1/2022
L.A. Chargers,Cole Christiansen (LB),Activated LB Cole Christiansen from the practice squad.,1/1/2022
L.A. Chargers,Alohi Gilman (S),Activated DB Alohi Gilman from the IR/COVID-19 list.,1/1/2022
L.A. Chargers,Davontae Harris (CB),Activated DB Davontae Harris from the IR/COVID-19 list.,1/1/2022
L.A. Chargers,Chris Harris Jr. (CB),Activated DB Chris Harris Jr. from the IR/COVID-19 list.,1/1/2022
L.A. Chargers,Dustin Hopkins (K),Activated K Dustin Hopkins from the IR/COVID-19 list.,1/1/2022
L.A. Chargers,Hunter Kampmoyer (TE),Activated TE Hunter Kampmoyer from the practice squad.,1/1/2022
L.A. Chargers,Storm Norton (T),Activated T Storm Norton from the IR/COVID-19 list.,1/1/2022
L.A. Chargers,Matt Overton (LS),Activated LS Matt Overton from the IR/COVID-19 list.,1/1/2022
L.A. Chargers,Trey Pipkins III (T),Activated T Trey Pipkins III from the IR/COVID-19 list.,1/1/2022
L.A. Rams,Grant Haley (DB),Activated DB Grant Haley from the practice squad.,1/1/2022
L.A. Rams,Warren Jackson (WR),Removed WR Warren Jackson from the practice squad.,1/1/2022
L.A. Rams,J.J. Koski (WR),Activated WR J.J. Koski from the practice squad.,1/1/2022
L.A. Rams,Brandon Powell (WR),Activated WR Brandon Powell from the practice squad.,1/1/2022
L.A. Rams,Ryan Santoso (K),Added K Ryan Santoso to the practice squad.,1/1/2022
L.A. Rams,Carson Tinker (LS),Added LS Carson Tinker to the practice squad.,1/1/2022
Las Vegas,Jordan Brown (S),Activated DB Jordan Brown from the practice squad.,1/1/2022
Las Vegas,Hroniss Grasu (C),Activated C Hroniss Grasu from the practice squad.,1/1/2022
Las Vegas,Casey Hayward Jr. (CB),Activated DB Casey Hayward Jr. from the IR/COVID-19 list.,1/1/2022
Las Vegas,Tyron Johnson (WR),Activated WR Tyron Johnson from the practice squad.,1/1/2022
Las Vegas,Cory Littleton (LB),Activated LB Cory Littleton from the IR/COVID-19 list.,1/1/2022
Las Vegas,Denzel Perryman (LB),Activated LB Denzel Perryman from the IR/COVID-19 list.,1/1/2022
Las Vegas,Darius Philon (DT),Activated DT Darius Philon from the IR/DCOVID-19 list.,1/1/2022
Las Vegas,Damion Square (NT),Activated NT Damion Square from the practice squad.,1/1/2022
Miami,Adam Butler (DL),Activated DE Adam Butler from the IR/COVID-19 list.,1/1/2022
Miami,Noah Igbinoghene (CB),Placed DB Noah Igbinoghene on IR/COVID-19 list.,1/1/2022
Miami,Brandon Jones (S),Activated DB Brandon Jones from the IR/COVID-19 list.,1/1/2022
Miami,Kirk Merritt (WR),Activated WR Kirk Merritt from the practice squad.,1/1/2022
Miami,Chris Milton (DB),Activated DB Chris Milton from the practice squad.,1/1/2022
Miami,Sheldrick Redwine (DB),Placed DB Sheldrick Redwine on IR/COVID-19 list.,1/1/2022
Miami,Brennan Scarlett (LB),Activated LB Brennan Scarlett from the IR/Designated for return list.,1/1/2022
Miami,Cameron Tom (C),Activated C Cameron Tom from the practice squad.,1/1/2022
Minnesota,Myles Dorn (S),Activated DB Myles Dorn from the practice squad.,1/1/2022
Minnesota,T.Y. McGill (DT),Activated DT T.Y. McGill from the practice squad.,1/1/2022
Minnesota,Tye Smith (CB),Activated DB Tye Smith from the practice squad.,1/1/2022
Minnesota,Oli Udoh (T),Activated T Oli Udoh from the IR/COVID-19 list.,1/1/2022
Minnesota,Kenny Willekes (DE),Activated DE Kenny Willekes from the practice squad.,1/1/2022
Minnesota,Eddie Yarbrough (DE),Activated DE Eddie Yarbrough from the practice squad.,1/1/2022
N.Y. Giants,Alex Bachman (WR),Activated WR Alex Bachman from the practice squad.,1/1/2022
N.Y. Giants,Pharoh Cooper (WR),Activated WR Pharoh Cooper from the practice squad.,1/1/2022
N.Y. Giants,Woodrow Hamilton IV (DL),Activated DT Woodrow Hamilton IV from the practice squad.,1/1/2022
N.Y. Giants,Derrick Kelly (OL),Activated G Derrick Kelly from the practice squad.,1/1/2022
N.Y. Giants,Julian Love (S),Activated DB Julian Love from the IR/COVID-19 list.,1/1/2022
N.Y. Giants,David Moa (DT),Activated DT David Moa from the practice squad.,1/1/2022
N.Y. Giants,Dante Pettis (WR),Placed WR Dante Pettis on IR/COVID-19 list.,1/1/2022
N.Y. Giants,David Sills V (WR),Activated WR David Sills V from the practice squad.,1/1/2022
N.Y. Jets,Ronald Blair III (DL),Activated DE Ronald Blair III from the practice squad.,1/1/2022
N.Y. Jets,Daniel Brown (TE),Activated TE Daniel Brown from the practice squad.,1/1/2022
N.Y. Jets,Bryce Hall (DB),Activated DB Bryce Hall from the IR/COVID-19 list.,1/1/2022
N.Y. Jets,Lamar Jackson (QB),Activated QB Lamar Jackson from the practice squad.,1/1/2022
N.Y. Jets,D.J. Montgomery (WR),Activated WR D.J. Montgomery from the practice squad.,1/1/2022
New England,Ja'Whaun Bentley (LB),Activated LB Ja'Whaun Bentley from the IR/COVID-19 list.,1/1/2022
New England,Daniel Ekuale (DT),Activated DT Daniel Ekuale from the practice squad.,1/1/2022
New England,Brian Hoyer (QB),Activated QB Brian Hoyer from the IR/DCOVID-19 list.,1/1/2022
New England,Matt Judon (LB),Activated LB Matt Judon from the IR/COVID-19 list.,1/1/2022
New England,Brandon King (LB),Activated LB Brandon King from the IR/COVID-19 list.,1/1/2022
New England,D'Angelo Ross (DB),Activated DB D'Angelo Ross from the practice squad.,1/1/2022
New England,Josh Uche (LB),Activated LB Josh Uche from the IR/COVID-19 list.,1/1/2022
New England,Kristian Wilkerson (WR),Activated WR Kristian Wilkerson from the practice squad.,1/1/2022
New Orleans,Kawaan Baker (WR),Activated WR Kawaan Baker from the practice squad.,1/1/2022
New Orleans,Will Clapp (C),Activated C Will Clapp from the practice squad.,1/1/2022
New Orleans,Forrest Lamp (OL),Activated G Forrest Lamp from the practice squad.,1/1/2022
New Orleans,Erik McCoy (C),Activated C Erik McCoy from the IR/COVID-19 list.,1/1/2022
New Orleans,Bryce Thompson (CB),Activated DB Bryce Thompson from the practice squad.,1/1/2022
New Orleans,Nick Vannett (TE),Placed TE Nick Vannett on IR/COVID-19 list.,1/1/2022
New Orleans,Marcus Williams (S),Activated DB Marcus Williams from the IR/COVID-19 list.,1/1/2022
Philadelphia,Derek Barnett (DE),Activated DE Derek Barnett from the IR/COVID-19 list.,1/1/2022
Philadelphia,Cameron Malveaux (DE),Activated DE Cameron Malveaux from the practice squad.,1/1/2022
Philadelphia,Matt McCrane (K),Added K Matt McCrane to the practice squad.,1/1/2022
Philadelphia,JaCoby Stevens (LB),Activated LB JaCoby Stevens from the practice squad.,1/1/2022
Pittsburgh,Isaiah Buggs (DE),Activated DE Isaiah Buggs from the IR/COVID-19 list.,1/1/2022
Pittsburgh,Tegray Scales (LB),Activated LB Tegray Scales from the practice squad.,1/1/2022
San Francisco,Brian Hill (RB),Waived RB Brian Hill.,1/1/2022
San Francisco,Tanner Hudson (TE),Activated TE Tanner Hudson from the practice squad.,1/1/2022
San Francisco,Mark Nzeocha (LB),Activated LB Mark Nzeocha from the practice squad.,1/1/2022
San Francisco,Curtis Robinson (LB),Activated LB Curtis Robinson from the practice squad.,1/1/2022
San Francisco,Mitch Wishnowsky (P),Activated P Mitch Wishnowsky from the IR/COVID-19 list.,1/1/2022
Seattle,Michael Jackson (DB),Activated DB Michael Jackson from the practice squad.,1/1/2022
Seattle,Jamarco Jones (T),Activated T Jamarco Jones from the IR/Designated for return list.,1/1/2022
Seattle,Josh Jones (S),Activated DB Josh Jones from the practice squad.,1/1/2022
Seattle,Sidney Jones IV (CB),Placed DB Sidney Jones IV on IR/COVID-19 list.,1/1/2022
Seattle,Jon Rhattigan (LB),Placed LB Jon Rhattigan on IR.,1/1/2022
Seattle,Edmond Robinson (LB),Activated LB Edmond Robinson from the practice squad.,1/1/2022
Tampa Bay,Kenjon Barner (RB),Activated RB Kenjon Barner from the practice squad.,1/1/2022
Tampa Bay,Jamel Dean (CB),Activated DB Jamel Dean from the IR/COVID-19 list.,1/1/2022
Tampa Bay,Cyril Grayson (WR),Activated WR Cyril Grayson from the practice squad.,1/1/2022
Tampa Bay,Sterling Hofrichter (P),Activated P Sterling Hofrichter from the practice squad.,1/1/2022
Tampa Bay,Sean Murphy-Bunting (CB),Activated DB Sean Murphy-Bunting from the IR/COVID-19 list.,1/1/2022
Tampa Bay,Elijah Ponder (DL),Activated LB Elijah Ponder from the practice squad.,1/1/2022
Tennessee,Denico Autry (DL),Activated DE Denico Autry from the IR/COVID-19 list.,1/1/2022
Tennessee,Bud Dupree (LB),Activated LB Bud Dupree from the IR/COVID-19 list.,1/1/2022
Tennessee,Caleb Scott (WR),Removed WR Caleb Scott from the practice squad.,1/1/2022
Tennessee,Buster Skrine (DB),Activated DB Buster Skrine from the IR/COVID-19 list.,1/1/2022
Washington,Will Bradley-King (DE),Activated DE Will Bradley-King from the practice squad.,1/1/2022
Washington,Derrion Calhoun (G),Activated G Derrion Calhoun from the practice squad.,1/1/2022
Washington,Antonio Gandy-Golden (WR),Waived WR Antonio Gandy-Golden.,1/1/2022
Washington,De'Jon Harris (LB),Activated LB De'Jon Harris from the practice squad.,1/1/2022
Washington,D.J. Hayden (CB),Activated DB D.J. Hayden from the practice squad.,1/1/2022
Washington,Jeremy Reaves (DB),Activated DB Jeremy Reaves from the practice squad.,1/1/2022
Washington,Wendell Smallwood (RB),Activated RB Wendell Smallwood from the practice squad.,1/1/2022
Washington,Ryan Winslow (P),Activated P Ryan Winslow from the practice squad.,1/1/2022
Arizona,Sean Harlow (OL),Activated G Sean Harlow from the IR/COVID-19 list.,12/31/2021
Atlanta,Tyeler Davison (DL),Activated DT Tyeler Davison from the IR/COVID-19 list.,12/31/2021
Atlanta,Rick Leonard (T),Activated T Rick Leonard from the practice squad.,12/31/2021
Buffalo,Tre'Davious White (CB),Activated DB Tre'Davious White from the IR/COVID-19 list.,12/31/2021
Carolina,Jaycee Horn (CB),Placed DB Jaycee Horn on IR/COVID-19 list.,12/31/2021
Carolina,Kenny Robinson (S),Activated DB Kenny Robinson from the IR/COVID-19 list.,12/31/2021
Carolina,Tommy Tremble (TE),Placed TE Tommy Tremble on IR/COVID-19 list.,12/31/2021
Carolina,Brandon Zylstra (WR),Activated WR Brandon Zylstra from the IR/COVID-19 list.,12/31/2021
Chicago,Akiem Hicks (DL),Activated DT Akiem Hicks from the IR/COVID-19 list.,12/31/2021
Cincinnati,Trenton Irwin (WR),Placed WR Trenton Irwin on IR/COVID-19 list.,12/31/2021
Cincinnati,Trae Waynes (CB),Placed DB Trae Waynes on IR/COVID-19 list.,12/31/2021
Cleveland,Josiah Bronson (DT),Cut DT Josiah Bronson.,12/31/2021
Dallas,Quinton Bohanna (DT),Placed DT Quinton Bohanna on IR/COVID-19 list.,12/31/2021
Dallas,Keanu Neal (LB),Placed LB Keanu Neal on IR/COVID-19 list.,12/31/2021
Denver,McTelvin Agim (DL),Placed DT McTelvin Agim on IR/COVID-19 list.,12/31/2021
Denver,Baron Browning (LB),Placed LB Baron Browning on IR/COVID-19 list.,12/31/2021
Denver,Bradley Chubb (LB),Placed LB Bradley Chubb on IR/COVID-19 list.,12/31/2021
Denver,Jonathon Cooper (LB),Placed LB Jonathon Cooper on IR/COVID-19 list.,12/31/2021
Denver,Damarea Crockett (RB),Activated RB Damarea Crockett from the practice squad.,12/31/2021
Denver,Rojesterman Farris (DB),Added DB Rojesterman Farris to the practice squad.,12/31/2021
Denver,Travis Fulgham (WR),Activated WR Travis Fulgham from the practice squad.,12/31/2021
Denver,Jerry Jeudy (WR),Placed WR Jerry Jeudy on IR/COVID-19 list.,12/31/2021
Denver,Carlo Kemp (DE),Added DE Carlo Kemp to the practice squad.,12/31/2021
Denver,Pita Taumoepenu (LB),Activated LB Pita Taumoepenu from the practice squad.,12/31/2021
Denver,Seth Williams (WR),Activated WR Seth Williams from the practice squad.,12/31/2021
Green Bay,Henry Black (S),Activated DB Henry Black from the IR/COVID-19 list.,12/31/2021
Green Bay,Tipa Galeai (LB),Activated DE Tipa Galeai from the IR/COVID-19 list.,12/31/2021
Houston,Antony Auclair (TE),Placed TE Antony Auclair on IR/COVID-19 list.,12/31/2021
Houston,Maliek Collins (DL),Activated DT Maliek Collins from the IR/COVID-19 list.,12/31/2021
Houston,Kevin Pierre-Louis (LB),Placed LB Kevin Pierre-Louis on IR/COVID-19 list.,12/31/2021
Houston,Xavier Williams (DT),Waived DT Xavier Williams.,12/31/2021
Indianapolis,Jahleel Addae (DB),Activated DB Jahleel Addae from the IR/COVID-19 list.,12/31/2021
Indianapolis,Da'Shawn Hand (DE),Removed DE Da'Shawn Hand from the practice squad.,12/31/2021
Indianapolis,Marlon Mack (RB),Activated RB Marlon Mack from the IR/COVID-19 list.,12/31/2021
Indianapolis,Kyle Nelson (LS),Added LS Kyle Nelson to the practice squad.,12/31/2021
Indianapolis,Luke Rhodes (LS),Placed LS Luke Rhodes on IR/COVID-19 list.,12/31/2021
Jacksonville,Josh Allen (DE),Activated LB Josh Allen from the IR/COVID-19 list.,12/31/2021
Jacksonville,Travis Etienne Jr. (RB),Activated RB Travis Etienne Jr. from the IR/COVID-19 list.,12/31/2021
Jacksonville,Luke Farrell (TE),Activated TE Luke Farrell from the IR/COVID-19 list.,12/31/2021
Jacksonville,D.J. Fluker (G),Added G D.J. Fluker to the practice squad.,12/31/2021
Jacksonville,Shaquill Griffin (CB),Placed DB Shaquill Griffin on IR/COVIF-19 list.,12/31/2021
Jacksonville,Myles Jack (LB),Activated LB Myles Jack from the IR/COVID-19 list.,12/31/2021
Jacksonville,Bradley McDougald (DB),Added DB Bradley McDougald to the practice squad.,12/31/2021
Jacksonville,JK Scott (P),Signed P JK Scott.,12/31/2021
